Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Atlassian Project),Custom field (Atlassian project),Custom field (Atlassian project status),Custom field (Category),Custom field (Comments),Custom field (Confidence),Custom field (Delivery progress),Custom field (Delivery status),Custom field (Design file),Custom field (Designs ready),Custom field (Designs ready),Custom field (Development),Custom field (Documents),Custom field (Documents),Custom field (Effort),Custom field (Effort),Custom field (Goals),Custom field (Idea archived),Custom field (Idea archived on),Custom field (Idea short description),Custom field (Idea short description),Custom field (Impact),Custom field (Impact),Custom field (Insights),Custom field (Issue color),Custom field (Linked items),Custom field (Project start),Custom field (Project start),Custom field (Project target),Custom field (Project target),Custom field (RICE score),Custom field (Rank),Custom field (Reach),Custom field (Roadmap),Custom field (Roadmap),Custom field (Score),Custom field (Spec ready),Custom field (Start date),Custom field (State),Custom field (Story point estimate),Custom field (Team),Custom field (Value),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
Reihenfolge der Sektionen manuell sortierbar (Einstellungen),KAN-67,10239,Subtask,Zu erledigen,KAN,Voratskammer,software,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Your first project,Medium,,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,14/Apr/26 11:13 AM,14/Apr/26 11:13 AM,,,,0,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,0|i000hb:,,,,,,,,,,,,10225,KAN-60,Gruppierung nach Lagerort,To Do,14/Apr/26 11:13 AM
Letzter Zustand (auf-/zugeklappt) in localStorage speichern,KAN-68,10241,Subtask,Zu erledigen,KAN,Voratskammer,software,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Your first project,Medium,,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,14/Apr/26 11:13 AM,14/Apr/26 11:13 AM,,,,0,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,0|i000hj:,,,,,,,,,,,,10225,KAN-60,Gruppierung nach Lagerort,To Do,14/Apr/26 11:13 AM
Schmalen Balken unter dem Produktnamen einbauen (Grün → Orange → Rot),KAN-69,10243,Subtask,Zu erledigen,KAN,Voratskammer,software,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Your first project,Medium,,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,14/Apr/26 11:13 AM,14/Apr/26 11:13 AM,,,,0,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,0|i000hr:,,,,,,,,,,,,10227,KAN-61,MHD Progress-Bar,To Do,14/Apr/26 11:13 AM
"Berechnung: Laufzeit von Kaufdatum bis MHD, aktueller Stand als Füllstand",KAN-70,10245,Subtask,Zu erledigen,KAN,Voratskammer,software,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Your first project,Medium,,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,14/Apr/26 11:14 AM,14/Apr/26 11:14 AM,,,,0,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,0|i000hz:,,,,,,,,,,,,10227,KAN-61,MHD Progress-Bar,To Do,14/Apr/26 11:14 AM
Fallback wenn kein Kaufdatum bekannt: Berechnung rückwärts vom MHD (30 Tage Annahme),KAN-71,10247,Subtask,Zu erledigen,KAN,Voratskammer,software,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Your first project,Medium,,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,14/Apr/26 11:14 AM,14/Apr/26 11:14 AM,,,,0,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,0|i000i7:,,,,,,,,,,,,10227,KAN-61,MHD Progress-Bar,To Do,14/Apr/26 11:14 AM
"Farb-Schwellwerte: grün > 50%, orange 20–50%, rot < 20%",KAN-72,10249,Subtask,Zu erledigen,KAN,Voratskammer,software,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Your first project,Medium,,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,14/Apr/26 11:14 AM,14/Apr/26 11:14 AM,,,,0,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,0|i000if:,,,,,,,,,,,,10227,KAN-61,MHD Progress-Bar,To Do,14/Apr/26 11:14 AM
Kein Balken wenn kein MHD eingetragen,KAN-73,10251,Subtask,Zu erledigen,KAN,Voratskammer,software,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Your first project,Medium,,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,14/Apr/26 11:14 AM,14/Apr/26 11:14 AM,,,,0,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,0|i000in:,,,,,,,,,,,,10227,KAN-61,MHD Progress-Bar,To Do,14/Apr/26 11:14 AM
Produktkarten auf backdrop-filter: blur + rgba-Hintergrund umstellen,KAN-74,10253,Subtask,Zu erledigen,KAN,Voratskammer,software,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Your first project,Medium,,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,14/Apr/26 11:14 AM,14/Apr/26 11:14 AM,,,,0,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,0|i000iv:,,,,,,,,,,,,10229,KAN-62,Glassmorphism Design-Update,To Do,14/Apr/26 11:14 AM
Box-Shadow verfeinern,KAN-75,10255,Subtask,Zu erledigen,KAN,Voratskammer,software,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Your first project,Medium,,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,14/Apr/26 11:14 AM,14/Apr/26 11:14 AM,,,,0,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,0|i000j3:,,,,,,,,,,,,10229,KAN-62,Glassmorphism Design-Update,To Do,14/Apr/26 11:14 AM
"Testen ob Performance auf älteren iPhones (iPhone XR, 11) akzeptabel bleibt",KAN-76,10257,Subtask,Zu erledigen,KAN,Voratskammer,software,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Your first project,Medium,,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,14/Apr/26 11:14 AM,14/Apr/26 11:14 AM,09/Jul/26 10:17 AM,,,0,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,0|i000jb:,,,,,,,,,,,,10229,KAN-62,Glassmorphism Design-Update,To Do,14/Apr/26 11:14 AM
Fallback für Browser ohne backdrop-filter-Support,KAN-77,10259,Subtask,Zu erledigen,KAN,Voratskammer,software,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Your first project,Medium,,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,14/Apr/26 11:14 AM,14/Apr/26 11:14 AM,,,,0,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,0|i000jj:,,,,,,,,,,,,10229,KAN-62,Glassmorphism Design-Update,To Do,14/Apr/26 11:14 AM
Swipe rechts: Menge um 1 reduzieren (mit Undo-Toast für 3 Sekunden),KAN-78,10261,Subtask,Zu erledigen,KAN,Voratskammer,software,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Your first project,Medium,,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,14/Apr/26 11:15 AM,14/Apr/26 11:15 AM,,,,0,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,0|i000jr:,,,,,,,,,,,,10231,KAN-63,Swipe-Gesten auf Produktkarten,To Do,14/Apr/26 11:15 AM
Swipe links: Produkt löschen (mit Undo-Toast für 3 Sekunden),KAN-79,10263,Subtask,Zu erledigen,KAN,Voratskammer,software,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Your first project,Medium,,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,14/Apr/26 11:15 AM,14/Apr/26 11:15 AM,,,,0,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,0|i000jz:,,,,,,,,,,,,10231,KAN-63,Swipe-Gesten auf Produktkarten,To Do,14/Apr/26 11:15 AM
Gesten nur horizontal ab 40px Bewegung auslösen (verhindert Konflikt mit Safari-Zurück-Geste),KAN-80,10265,Subtask,Zu erledigen,KAN,Voratskammer,software,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Your first project,Medium,,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,14/Apr/26 11:15 AM,14/Apr/26 11:15 AM,,,,0,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,0|i000k7:,,,,,,,,,,,,10231,KAN-63,Swipe-Gesten auf Produktkarten,To Do,14/Apr/26 11:15 AM
Visuelles Feedback während des Swipens (grüne/rote Hintergrundfarbe),KAN-81,10267,Subtask,Zu erledigen,KAN,Voratskammer,software,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Your first project,Medium,,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,14/Apr/26 11:15 AM,14/Apr/26 11:15 AM,,,,0,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,0|i000kf:,,,,,,,,,,,,10231,KAN-63,Swipe-Gesten auf Produktkarten,To Do,14/Apr/26 11:15 AM
Ausgiebig auf iPhone testen wegen Safari-Konflikt,KAN-82,10269,Subtask,Zu erledigen,KAN,Voratskammer,software,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Your first project,Medium,,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,14/Apr/26 11:15 AM,14/Apr/26 11:15 AM,,,,0,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,0|i000kn:,,,,,,,,,,,,10231,KAN-63,Swipe-Gesten auf Produktkarten,To Do,14/Apr/26 11:15 AM
Test,KAN-83,10302,Task,Zu erledigen,KAN,Voratskammer,software,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Your first project,Medium,,,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,24/May/26 10:48 AM,24/May/26 10:48 AM,,,,0,Test ,,Micha Wallburger,712020:a6b7f025-2849-4cee-baf1-ea837ab78009,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,0|i000kv:,,,,,,,,,,,,,,,To Do,24/May/26 10:48 AM
